"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"30","gnl|Amel_4.5|GB50343-RA",301,29,51,26,28,10,48.4184582808293,1.96328280361153,0.651240732058947,3.01468060421291,0.00257250001079104,0.976305246030858
"31","gnl|Amel_4.5|GB52087-RA",1207,16,162,65,49,17,133.449838540433,2.53899902328491,0.838501875600524,3.02801829926321,0.00246163180486128,0.976305246030858
"32","gnl|Amel_4.5|GB40005-RA",12,25,92,7,0,32,36.439790777643,1.52786051086023,1.34004052358519,1.14015993096428,0.25421967746806,0.999438678047525
"33","gnl|Amel_4.5|GB40006-RA",32,232,1141,9,6,587,461.996095370578,0.912852647221724,2.14449646691101,0.425672255145573,0.670346681708338,0.999438678047525
"34","gnl|Amel_4.5|GB40007-RA",2873,3558,1347,4532,3213,1686,3063.30384404091,0.111551335803808,0.719782601583693,0.154979205607871,0.876837710742969,0.999438678047525
"35","gnl|Amel_4.5|GB40008-RA",6497,332,3100,1577,904,1653,1900.7691788836,0.557374713898136,0.736982364171895,0.756293150276976,0.449473454024411,0.999438678047525
"36","gnl|Amel_4.5|GB40009-RA",79357,31794,34211,83571,52056,28871,47527.8311724045,-0.213670010087762,0.508716575847272,-0.420017786390964,0.674472460335632,0.999438678047525
"37","gnl|Amel_4.5|GB40010-RA",222947,102559,78356,233348,157089,65879,131536.480362411,-0.140192385110609,0.553583146061032,-0.253245399734683,0.800078585711596,0.999438678047525
"38","gnl|Amel_4.5|GB40012-RA",27,2,31,2,12,36,20.1483726276248,-0.430484728857209,1.20600472129595,-0.356951114084047,0.721128403318342,0.999438678047525
"39","gnl|Amel_4.5|GB40013-RA",51,30,21,9,10,24,26.0328641546995,0.939033054162247,0.906681736335196,1.03568100749202,0.300350985729472,0.999438678047525
"40","gnl|Amel_4.5|GB40014-RA",445,45,153,100,42,92,116.074001554958,0.771536919778774,0.680848912777724,1.13319843110428,0.257130932891142,0.999438678047525
"41","gnl|Amel_4.5|GB40015-RA",115,7,42,13,7,11,23.4170593687385,1.7349933504175,0.840237758855517,2.06488381667199,0.0389339946878505,0.999438678047525
"42","gnl|Amel_4.5|GB40016-RA",8,10,39,4,5,16,16.9391143918332,1.08365463175063,1.15996753898046,0.934211169997992,0.35019497497189,0.999438678047525
"43","gnl|Amel_4.5|GB40017-RA",1783,920,529,1914,1327,618,1105.30947425347,-0.207967814300593,0.588589204195157,-0.353332702703866,0.723839031386042,0.999438678047525
"44","gnl|Amel_4.5|GB40018-RA",1229,73,186,390,441,34,258.529898450027,0.202830872154145,0.767937353749654,0.264124242900505,0.791684183864957,0.999438678047525
"45","gnl|Amel_4.5|GB40019-RA",3677,699,889,2465,2493,657,1470.84172233454,-0.401947385195747,0.508722194637552,-0.790111753394447,0.429462506381177,0.999438678047525
"46","gnl|Amel_4.5|GB40020-RA",179,4,92,18,20,18,40.7516355772136,1.66019133578381,0.889853533023605,1.86569055936959,0.0620846712537442,0.999438678047525
"47","gnl|Amel_4.5|GB40021-RA",241971,77132,95360,156111,98817,58577,108124.984898949,0.262886986366467,0.47624641062352,0.551997832429403,0.580949838343763,0.999438678047525
"48","gnl|Amel_4.5|GB40022-RA",44,17,6,22,18,13,18.2301724350441,0.0808252266944069,0.838529659516329,0.0963892281890513,0.923211446948757,0.999438678047525
"49","gnl|Amel_4.5|GB40026-RA",4,0,0,0,0,2,0.793825179789745,-0.682227615744429,3.75596422410633,-0.181638475512038,0.855866451991713,0.999438678047525
"50","gnl|Amel_4.5|GB40027-RA",59,11,9,46,8,20,21.2636421327331,-0.417876208886595,0.862658042642134,-0.484405393829902,0.628098191198603,0.999438678047525
